,J+0_sun_exact,J+0_wind_exact,J+1_sun_exact,J+1_wind_exact,J+2_sun_exact,J+2_wind_exact,J+3_sun_exact,J+3_wind_exact
2024-03-13,82592150000.0,16483.088,76542984000.0,16595.28,59355940000.0,14711.366,63664570000.0,14184.71
2024-03-14,79814170000.0,20839.127,64976675000.0,20762.82,77779160000.0,21973.086,52507558000.0,20354.389
2024-03-15,68490502000.0,27648.342,76524200000.0,27147.557,57950060000.0,27855.844,67822730000.0,29923.1
2024-03-16,76507234000.0,18829.691,57227903000.0,18108.47,78833600000.0,17978.148,91928920000.0,21462.227
2024-03-17,56904900000.0,14730.751,76076820000.0,14474.121,98546880000.0,14200.464,87868604000.0,16087.308
2024-03-18,76781180000.0,15026.808,92998330000.0,13163.56,89729910000.0,12619.097,91258620000.0,10970.554
2024-03-19,98797860000.0,10430.64,87485776000.0,10803.981,97424920000.0,11052.86,106720070000.0,11023.285
2024-03-20,85208720000.0,14646.724,90586620000.0,14843.766,101918310000.0,15853.449,86521184000.0,15334.79
2024-03-21,103668740000.0,11554.75,105013190000.0,13180.11,89777440000.0,10286.009,87745530000.0,10142.9795
2024-03-22,104593930000.0,15709.617,92507720000.0,14971.507,93636624000.0,12432.176,87502684000.0,11927.7
2024-03-23,92043100000.0,33039.973,88913625000.0,32986.04,89378190000.0,32217.562,37367742000.0,31683.547
2024-03-24,,30082.701,,26268.281,,26718.07,,27096.023
2024-03-25,84966510000.0,21579.13,37741085000.0,12013.602,77855965000.0,22079.154,82598950000.0,23602.436
2024-03-26,39426666000.0,22886.78,72177290000.0,21094.623,95861660000.0,22154.055,62498554000.0,21423.441
2024-03-27,76805865000.0,28314.912,94131650000.0,30103.256,58100466000.0,30218.967,64409125000.0,28279.166
2024-03-28,94033360000.0,41236.883,54103425000.0,40727.785,66811920000.0,40180.12,56306565000.0,36796.29
2024-03-29,56003600000.0,31636.828,61482320000.0,32462.97,64859824000.0,34201.895,85959950000.0,32981.973
2024-03-30,72033390000.0,21897.283,58887570000.0,19942.826,90580615000.0,20991.863,77277250000.0,21135.814
2024-03-31,,25957.152,,24714.072,,22910.812,,28520.89
2024-04-01,91147990000.0,29632.703,93498260000.0,24637.12,75165516000.0,29601.713,95425330000.0,30415.92
2024-04-02,93733880000.0,30444.518,78796820000.0,30471.582,77333040000.0,31676.742,104456390000.0,33548.36
2024-04-03,73472920000.0,30213.602,78362300000.0,31061.57,96010486000.0,28553.744,113944674000.0,31807.312
2024-04-04,86311650000.0,30107.732,95038095000.0,30722.51,118624160000.0,30721.967,79968440000.0,33225.727
2024-04-05,92203190000.0,31204.654,116529365000.0,31138.424,83653490000.0,31104.283,89383305000.0,34918.09
2024-04-06,113596010000.0,36928.754,76964230000.0,37072.832,95849775000.0,36724.492,75148720000.0,37573.29
2024-04-07,76131910000.0,22950.12,91204500000.0,23697.018,88662410000.0,24041.719,117480160000.0,24811.803
2024-04-08,89921044000.0,28874.984,92468950000.0,29574.088,115888360000.0,27206.271,123827880000.0,23681.701
2024-04-09,,40230.3,,35471.652,,35054.61,,32290.62
2024-04-10,,,,23193.781,,21828.375,,21555.682
2024-04-11,,,,,,18464.918,,14837.124
2024-04-12,,,,,,,,9977.384
